,Label_0,Label_1,Label_2,Label_3,Label_4,Label_5,Label_6,Label_7,Label_8,Label_9,Label_10,Label_11,Label_12,Label_13,Label_14,Label_15,Label_16,Label_17,Label_18,Label_19,Label_20,Label_21,Label_22,Label_23,Label_24,Label_25,Label_26,Label_27,Label_28,Label_29,Label_30,Label_31,Label_32,Label_33,Label_34,Label_35,Label_36,Label_37,Label_38,Label_39,Label_40,Label_41,Label_42,Label_43,Label_44,Label_45,Label_46,Label_47,Label_48,Label_49,Label_50,Label_51,Label_52,Label_53,Label_54,Label_55,Label_56,Label_57,Label_58,Label_59,Label_60,Label_61,Label_62,Label_63,Label_64,Label_65,Label_66,Label_67,Label_68,Label_69,Label_70,Label_71,Label_72,Label_73,Label_74,Label_75,Label_76,Label_77,Label_78,Label_79,Label_80,Label_81,Label_82,Label_83,Label_84,Label_85,Label_86,Label_87,Label_88,Label_89,Label_90,Label_91,Label_92,Label_93,Label_94,Label_95,Label_96,Label_97,Label_98,Label_99,Label_100,Label_101,Label_102,Label_103,Label_104,Label_105,Label_106,Label_107,Label_108,Label_109,Label_110,Label_111,Label_112,Label_113,Label_114,Label_115,Label_116,Label_117,Label_118,Label_119,Label_120,Label_121,Label_122,Label_123,Label_124,Label_125,Label_126,Label_127,Label_128,Label_129,Label_130,Label_131,Label_132,Label_133,Label_134,Label_135,Label_136,Label_137,Label_138,Label_139,Label_140,Label_141,Label_142,Label_143,Label_144,Label_145,Label_146,Label_147,Label_148,Label_149
10,1,1,1,2,2,0,0,0,0,0,1,0,1,2,1,1,1,0,0,0,1,0,2,0,0,1,1,1,2,0,2,2,0,1,1,0,0,1,1,2,1,1,1,0,1,0,0,2,0,0,0,2,1,1,0,0,0,1,0,5,0,0,1,1,0,1,1,1,1,1,1,0,3,0,1,2,1,0,0,0,3,0,0,2,1,1,1,0,1,0,0,1,4,0,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,2,2,1,0,1,0,1,1,3,1,5,1,0,1,1,1,1,1,1,2,0,1,0,0,0,0,0,0,2,2,0,2,1,1,0,1,2,0,0
11,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,3,0,0,2,1,0,1,0,1,1,0,1,1,1,0,1,2,0,0,1,1,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,2,1,2,1,0,0,0,1,2,1,1,1,2,0,2,1,1,3,0,0,0,0,0,1,1,0,1,2,3,1,2,2,0,0,0,0,0,0,2,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,1,0,2,1,0,2,0,3,1,0,1,0,1,0,0
12,1,1,0,0,1,1,0,2,0,2,1,0,0,2,0,1,1,1,1,2,0,1,1,1,0,1,1,0,0,3,1,1,0,3,2,0,0,0,0,0,1,0,0,0,1,3,0,1,1,1,0,1,0,0,0,1,0,1,1,0,0,2,1,0,0,1,1,1,1,0,0,2,1,1,0,0,3,1,0,2,1,0,1,0,2,1,0,3,1,2,0,2,0,1,1,0,0,1,1,2,1,0,0,0,0,0,2,0,0,0,0,1,1,1,1,0,0,1,2,1,1,0,1,1,0,0,1,0,0,0,1,2,0,0,0,0,1,0,2,1,0,0,1,0,1,1,0,0,0,2
13,0,0,0,1,0,0,1,1,0,1,1,0,0,2,0,2,1,1,0,0,2,0,1,1,0,1,1,0,0,0,2,0,0,1,0,0,1,2,0,1,0,1,0,1,1,0,0,0,0,2,1,0,0,0,0,0,0,2,1,1,1,0,2,0,0,1,0,1,0,2,1,0,0,0,0,0,1,0,2,0,0,0,1,1,0,2,0,1,0,1,0,1,0,1,2,0,2,0,1,0,0,0,1,1,1,0,1,0,2,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,3,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,2,0,0,1,0,0,0,1
14,1,0,1,0,1,0,1,1,0,1,1,3,2,0,2,0,2,0,0,2,0,0,1,0,0,0,0,2,0,1,0,2,0,0,1,1,1,0,2,0,0,1,0,0,0,1,1,0,0,2,0,0,0,2,0,0,1,1,1,1,1,0,1,2,0,0,1,2,1,2,1,0,2,0,0,4,0,1,0,0,2,0,0,1,1,0,2,2,1,1,0,1,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,1,0,0,0,1,1,1,0,1,1,2,0,0,0,2,0,0,1,1,4,1,0,0,1,0,1,3,0,1,1,0,1,1,0,0
15,1,0,2,0,1,0,0,1,1,0,1,1,0,2,1,0,1,4,0,0,0,0,0,2,1,0,2,1,1,0,0,0,0,0,2,1,0,0,2,0,1,0,1,0,0,2,1,0,0,0,2,0,0,1,0,0,0,1,4,0,1,4,0,3,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0,3,0,1,1,1,0,2,1,2,0,1,0,0,0,0,2,0,1,0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,2,0,2,1,1,0,1,1,1,1,0,0,1,0,3,1,1,1,0,0,0,1,2,1,0,2,2,0,2,0,3,0,1,0
16,1,1,2,0,0,2,0,0,0,1,2,0,1,0,0,0,0,0,3,2,0,0,2,0,0,3,1,2,2,1,0,0,1,1,0,1,0,0,0,2,1,3,2,2,0,0,2,2,1,0,1,1,0,3,1,0,1,0,2,1,1,0,0,1,1,0,0,1,0,0,4,1,0,0,2,0,1,1,0,1,1,1,0,2,0,1,1,1,1,1,2,0,0,0,1,0,0,0,0,0,1,0,1,3,2,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,1,0,0,2,0,1
17,0,0,1,2,2,3,0,0,0,1,0,1,2,0,0,3,0,0,1,0,1,1,0,1,0,0,2,1,1,0,1,1,3,0,1,0,1,1,1,0,0,1,2,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1,2,1,0,0,0,0,2,1,0,0,2,0,0,0,2,0,1,0,0,2,0,0,0,2,0,0,1,0,1,0,0,2,1,1,0,0,0,0,0,0,0,0,1,2,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,3,2,0,1,2,1,0,3,1,0,1,0,2,0,1,4,0,1,1
18,0,0,0,0,2,0,0,2,0,0,0,0,0,0,1,1,1,0,2,1,1,0,0,0,0,0,1,3,2,0,0,0,2,0,1,0,1,1,2,3,0,1,0,2,0,1,0,0,0,0,0,2,1,0,0,1,2,1,2,1,0,3,0,0,1,0,1,0,0,0,2,1,1,0,0,1,0,2,0,0,0,1,0,0,0,0,2,0,0,1,0,1,0,0,0,1,0,0,2,0,0,0,1,0,1,2,1,1,1,0,0,0,0,2,0,1,0,0,1,1,0,0,0,1,0,1,2,2,1,1,0,1,1,2,1,0,0,1,1,1,1,0,0,0,1,0,2,1,1,1
19,1,1,0,0,0,1,0,1,0,2,0,0,2,0,1,0,1,2,1,0,2,2,0,0,0,0,1,0,1,0,1,0,3,1,0,1,2,1,2,0,1,0,0,2,0,1,0,1,4,0,3,0,1,0,0,1,1,5,1,1,0,1,1,2,0,2,1,1,1,2,0,0,1,2,0,0,1,2,0,1,2,0,1,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,2,1,0,0,2,1,1,2,1,2,1,0,0,0,1,0,0,1,0,1,1,1,2,0,2,0,2,2,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,2,0,0,0,1,0,1
20,0,2,0,2,1,2,3,1,0,1,0,1,1,0,0,0,1,1,0,1,1,1,0,0,0,3,0,0,1,2,0,1,0,1,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,1,0,3,0,0,1,2,1,0,1,0,1,0,0,0,2,0,2,0,0,0,1,1,1,2,0,1,1,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,2,2,0,0,1,0,1,0,2,1,1,1,0,2,0,2,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,2,0,0,1,1,0,0,2,0,1,1,0,0,0,0,0
21,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,2,1,1,0,1,0,1,0,0,0,3,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,2,1,2,1,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,0,1,0,0,1,2,0,2,1,0,0,1,1,1,0,0,0,1,0,1,0,1,0,2,1,2,1,0,2,1,0,1,2,1,1,0,0,1,0,0,0,2,0,1,1,1,0,0,2,2,0,0,1,1,1,1,2,1,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0
22,0,1,0,0,0,1,1,1,1,2,0,1,0,1,1,1,0,1,2,1,0,1,3,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,2,1,0,1,0,1,1,0,0,0,0,1,1,0,1,1,1,0,2,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,2,0,0,2,1,1,3,0,1,0,1,1,0,0,2,0,1,2,1,1,1,1,2,0,0,1,1,1,1,2,1,0,0,2,0,1,0,1,0,0,1,3,0,2,0,0,0,1,0,1,0,1,1,1,1
23,2,0,1,2,2,1,0,1,3,0,1,2,1,1,0,1,1,4,1,0,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,2,0,0,0,1,0,1,1,0,1,2,0,1,3,0,1,1,2,0,0,2,3,2,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,1,1,1,0,0,1,0,1,0,0,1,1,1,1,2,1,0,2,0,0,0,2,0,0,0,1,1,2,2,2,0,0,0,0,1,3,0,1,1,3,0,0,2,0,1,1,2,1,0,1,1,1,0,0,0,1,3,0,1,2,1,2,1,3,0,2,0,0,1,0,0,0,0,0,0,0,0
24,1,0,1,0,1,1,2,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,1,1,1,2,0,0,1,1,2,0,0,1,2,1,0,2,3,0,1,0,0,0,0,0,0,1,2,1,1,0,0,2,0,4,3,2,1,0,0,0,0,0,0,0,2,1,1,0,0,1,0,2,0,0,0,1,0,0,1,2,0,1,0,2,1,1,1,1,0,0,1,0,1,0,1,1,1,1,0,0,0,3,1,1,0,0,1,1,0,1,1,0,0,1,2,0,1,1,0,0,3,1,0,2,1,1,0,1,0,0,1,2,2,0,3,1,1,0,0,1,0,0,0,0,1,2,0
25,0,0,2,0,0,0,0,0,0,2,0,1,2,1,1,0,0,0,0,2,0,0,0,0,0,1,0,2,2,0,0,0,0,1,0,1,1,0,0,1,2,2,1,2,0,1,0,0,1,0,1,0,0,1,0,1,0,0,2,2,1,0,1,0,0,1,1,0,2,0,0,2,3,0,0,0,0,3,0,2,0,2,0,1,1,0,1,0,3,1,0,1,2,2,1,0,1,2,0,1,1,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,3,0,0,1,3,1,0,0,1,1,1,0,0,1,0,1,0,1,1,1,0,1,2,0,0,1,0,2,0,0,2,0,2,1
26,0,0,2,0,0,0,0,1,0,0,0,0,1,0,2,0,0,1,0,0,0,1,1,0,1,2,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,1,2,1,2,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,3,1,0,1,0,0,0,0,3,1,0,0,1,0,0,2,0,3,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,2,1,0,0,1,3,0,0,0,1,0,1,1,0,1,0,1,2,1,0,0,0,2,0,0,0,2,0,0,0,0,1,3,3,0,2,1,0,0,0,0,1,0,1,0,2,2,1,0,2,2,0,0,1
27,1,0,0,1,0,1,1,1,1,1,1,1,1,2,0,0,0,0,3,1,1,3,1,1,0,0,1,2,2,0,0,2,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,2,0,1,0,2,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,1,1,0,1,0,2,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,1,1,1,0,2,1,0,3,3,0,1,1,0,0,0,0,0,0,3,0,1,2,3,0,1,0,0,2,0,2,0,0,1,1,2,2,0,3,0,0,0,1,1,0,0,0,1,1,0,1,1,0,1,0,1
28,2,0,1,0,0,0,2,1,1,1,0,1,0,0,1,0,1,3,0,0,0,0,2,0,1,2,1,0,2,0,0,2,1,0,1,0,1,2,0,0,0,0,2,0,0,0,0,2,0,1,2,0,1,0,1,1,1,0,0,1,1,1,0,3,1,0,2,1,1,0,1,0,0,0,1,0,0,1,0,1,0,2,1,0,0,0,3,0,0,0,3,0,1,1,1,0,2,0,0,1,0,1,0,1,1,0,1,3,0,0,3,2,3,0,1,0,2,2,0,1,1,0,2,0,2,1,0,0,1,0,1,0,2,1,2,2,3,0,0,1,0,2,2,0,2,1,1,0,0,2
29,0,1,0,1,3,2,0,0,1,2,2,0,1,0,0,1,1,1,0,1,2,0,0,2,1,0,0,0,0,0,0,2,0,1,1,0,1,1,1,0,2,0,1,1,0,1,0,1,0,0,1,0,2,0,0,0,2,1,0,1,1,1,0,0,0,1,2,1,0,0,0,1,0,0,0,0,0,2,1,0,1,1,1,1,1,1,0,0,0,1,2,0,2,1,0,2,2,1,0,2,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,3,1,2,0,3,0,1,1,0,0,2,0,0,0,0,1,0,1,2,1,2,0,1,1,0,0,0,2,0,1,0,0,1,0
30,1,1,1,1,2,0,1,0,1,0,1,0,1,2,0,1,1,0,2,0,0,0,0,2,2,1,2,0,0,0,1,0,0,0,1,2,0,1,1,1,0,0,0,1,1,0,0,2,2,1,0,0,1,0,1,0,0,1,2,1,0,3,0,2,0,2,0,0,0,3,0,0,1,0,0,0,0,1,1,0,1,0,0,1,2,1,0,0,0,0,2,0,1,1,0,1,0,0,2,1,0,1,3,0,2,1,1,1,0,0,0,0,3,0,0,1,0,0,1,1,1,1,0,0,1,1,0,2,0,0,0,1,1,2,2,1,0,1,1,2,2,1,0,0,0,4,1,0,3,0
31,0,1,0,0,1,0,0,1,1,2,1,0,0,1,0,0,1,0,0,0,0,1,1,1,2,0,2,0,1,0,0,0,0,2,0,0,2,1,1,0,3,1,0,0,1,1,0,1,0,0,1,0,1,1,3,1,1,1,1,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,2,2,2,1,1,0,2,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,2,0,0,0,1,0,1,0,2,0,0,1,1,1,1,0,0,1,1,0,1,2,0,0,0,1,1,0,1,0,1,0,0,1,0,1,1,1,0,0
32,0,1,0,4,0,0,2,0,1,0,0,0,0,1,1,0,0,2,0,0,2,0,0,1,2,0,2,0,1,0,1,0,0,0,0,0,0,1,4,0,3,0,1,0,1,1,0,1,1,1,0,0,1,0,0,1,0,1,0,1,0,0,2,2,1,1,1,1,0,1,0,1,0,0,0,0,1,2,2,1,2,0,0,0,1,0,0,0,2,1,0,0,0,2,1,1,1,1,1,0,0,1,0,1,0,2,1,0,1,0,0,0,0,1,1,1,0,2,1,0,1,1,1,0,1,0,2,1,2,2,1,1,0,0,0,2,2,2,0,1,0,1,0,0,1,0,0,1,0,1
33,1,2,1,2,0,0,2,0,2,1,0,2,1,0,1,1,2,2,1,0,1,1,0,1,2,0,1,2,0,0,0,0,3,0,1,1,0,1,2,1,0,1,3,0,0,1,0,2,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,6,1,1,2,2,0,0,1,0,1,0,1,0,1,1,2,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,3,0,0,1,1,1,1,0,0,4,2,1,2,0,0,1,1,1,1,0,1,1,1,2,1,0,1,1,1,1,0,1,1,1,2,1,0,2,0,0,0,0,1,1,1,0,3,0,2,0,1,2,0,1,2,0
34,2,3,0,3,2,0,0,0,1,2,0,1,0,1,0,0,1,0,0,2,0,0,2,1,1,0,0,1,1,0,2,0,0,0,1,1,2,2,1,2,2,3,0,0,0,1,1,0,2,1,2,1,1,1,1,1,1,2,0,0,1,0,0,0,1,3,1,1,1,1,2,3,0,2,1,0,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,1,0,2,1,0,0,1,2,1,0,1,1,1,1,1,1,0,0,0,0,1,2,2,0,1,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,2,0,2,1,0,4,3,0
35,0,1,2,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,3,0,3,1,1,0,0,0,2,1,0,0,1,1,0,2,1,1,0,2,0,0,2,2,0,2,0,1,0,1,0,0,2,1,1,1,0,1,0,0,1,3,0,0,1,0,1,1,3,0,0,1,0,1,0,1,2,1,0,0,0,0,0,1,1,1,1,0,0,1,0,1,2,1,0,2,0,0,0,1,0,1,0,0,2,1,1,1,4,2,1,1,0,1,0,2,3,0,0,0,2,0,1,1,0,0,0,1,1,1,1,0,1,0,2,1,1,0,0,0,0,0,0,1,0
36,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,2,1,1,0,1,1,0,2,0,0,0,0,2,0,0,1,1,3,0,2,1,0,1,0,1,1,0,0,0,1,0,0,0,2,0,0,2,0,0,1,0,1,1,0,0,1,1,0,2,0,1,0,0,0,0,0,0,2,3,0,1,1,1,0,0,1,0,0,0,0,1,0,1,1,3,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,2,0,2,1,1,0,1,0,2,1,0,0,3,1,0,2,2,0,1,1,1,1,0,1,1,0,0,0,1,0,2
37,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,4,0,0,1,0,0,1,1,0,0,1,2,1,1,2,1,2,1,0,4,0,1,2,1,2,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,1,1,3,0,1,2,3,1,1,0,2,1,1,0,3,1,2,1,0,2,1,1,0,1,0,0,1,0,1,2,1,1,4,1,0,0,2,0,0,1,0,1,0,1,1,2,1,0,0,0,0,0,0,0,0
38,0,0,2,1,1,0,0,1,1,1,1,0,0,1,0,1,2,0,1,0,0,3,1,1,0,0,1,2,1,0,0,2,0,0,1,1,1,1,0,1,0,1,1,2,0,0,0,1,1,2,1,1,0,0,0,1,0,0,0,1,1,2,0,0,1,2,0,0,3,1,0,0,1,3,0,3,0,0,0,1,0,1,1,1,1,2,1,0,0,0,0,0,2,1,0,0,0,0,0,2,1,1,1,0,1,1,0,0,3,1,0,0,0,0,0,1,1,1,2,1,0,2,0,2,1,1,0,0,0,1,1,0,1,1,3,0,0,0,0,0,0,1,3,0,1,1,1,1,0,1
39,0,2,2,0,1,0,0,1,1,0,0,0,0,0,0,2,0,2,0,0,1,0,0,1,1,0,1,0,1,0,1,1,2,0,0,0,1,1,1,0,0,2,1,0,2,0,2,0,0,0,0,1,0,1,1,1,1,2,2,1,1,0,0,1,2,1,0,0,1,0,0,0,0,2,1,0,0,0,1,0,0,1,1,0,3,1,0,0,0,2,2,2,1,0,0,2,0,0,0,1,2,2,0,0,1,0,0,0,0,1,0,0,1,1,0,2,0,0,0,0,2,1,0,0,1,2,0,0,0,1,3,1,0,1,0,0,1,0,3,1,0,1,0,1,1,0,1,0,1,0
40,1,1,1,2,2,0,1,0,3,0,1,0,0,2,2,1,2,1,0,1,1,0,0,0,0,0,0,1,1,0,2,0,0,0,1,0,2,1,1,1,1,0,0,1,0,1,2,0,0,3,0,0,0,1,2,2,2,1,1,1,3,0,0,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,2,1,0,2,0,1,0,0,0,1,0,1,0,2,0,1,1,1,1,0,1,1,1,0,1,0,2,0,1,1,1,1,0,1,0,1,1,0,1,0,0,0,1,1,0,1,2,1,1,0,0,0,1,0,1,1,0,1,1,2,3,0,0,1,0,0,3,3,0
